,Data,Cum dec,Actual Label,ECG decision,mlp decision
3833,"BPM                        71.428571
EGM Mean RV                 0.370447
EGM STD RV                  0.656388
EGM Skewness RV             1.878190
EGM Kurtosis RV             2.099764
R-R Interval RV           840.000000
Per Mean                   65.883592
Per STD                    21.208387
Per Skewness               -0.487239
Per Kurtosis               -1.132817
Current Perfusion Grad     11.271253
Quality of Perfusion        2.395177
Perfusion Amplitude         1.939533
Name: 3833, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3834,"BPM                        72.992701
EGM Mean RV                 0.407497
EGM STD RV                  0.658017
EGM Skewness RV             1.914477
EGM Kurtosis RV             2.193062
R-R Interval RV           822.000000
Per Mean                   67.788531
Per STD                    19.073925
Per Skewness               -0.471635
Per Kurtosis               -1.155461
Current Perfusion Grad     11.134665
Quality of Perfusion        2.475217
Perfusion Amplitude         1.892035
Name: 3834, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3835,"BPM                        71.005917
EGM Mean RV                 0.469300
EGM STD RV                  0.820813
EGM Skewness RV             2.007489
EGM Kurtosis RV             3.064791
R-R Interval RV           845.000000
Per Mean                   68.624590
Per STD                    19.805617
Per Skewness               -0.436054
Per Kurtosis               -1.164515
Current Perfusion Grad     16.375190
Quality of Perfusion        2.454583
Perfusion Amplitude         2.295760
Name: 3835, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3836,"BPM                        79.470199
EGM Mean RV                 0.808921
EGM STD RV                  1.433498
EGM Skewness RV             1.756349
EGM Kurtosis RV             1.881774
R-R Interval RV           755.000000
Per Mean                   69.546163
Per STD                    19.733745
Per Skewness               -0.306208
Per Kurtosis               -1.254672
Current Perfusion Grad     17.905636
Quality of Perfusion        2.383925
Perfusion Amplitude         2.369739
Name: 3836, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3837,"BPM                        70.175439
EGM Mean RV                 0.618309
EGM STD RV                  1.211760
EGM Skewness RV             2.535913
EGM Kurtosis RV             5.865700
R-R Interval RV           855.000000
Per Mean                   71.494669
Per STD                    18.866857
Per Skewness               -0.199657
Per Kurtosis               -1.308291
Current Perfusion Grad     18.143507
Quality of Perfusion        2.401543
Perfusion Amplitude         2.436803
Name: 3837, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3838,"BPM                        72.639225
EGM Mean RV                 0.401859
EGM STD RV                  0.651973
EGM Skewness RV             1.885859
EGM Kurtosis RV             2.086124
R-R Interval RV           826.000000
Per Mean                   71.379820
Per STD                    18.258671
Per Skewness               -0.347433
Per Kurtosis               -1.251110
Current Perfusion Grad     10.551793
Quality of Perfusion        2.441597
Perfusion Amplitude         1.877666
Name: 3838, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3839,"BPM                        73.800738
EGM Mean RV                 0.370255
EGM STD RV                  0.652658
EGM Skewness RV             1.863949
EGM Kurtosis RV             2.007078
R-R Interval RV           813.000000
Per Mean                   69.262288
Per STD                    18.644108
Per Skewness               -0.345539
Per Kurtosis               -1.252881
Current Perfusion Grad      9.943270
Quality of Perfusion        2.589057
Perfusion Amplitude         1.805519
Name: 3839, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3840,"BPM                        74.349442
EGM Mean RV                 0.383545
EGM STD RV                  0.642349
EGM Skewness RV             1.841211
EGM Kurtosis RV             1.942757
R-R Interval RV           807.000000
Per Mean                   67.609672
Per STD                    19.851177
Per Skewness               -0.338571
Per Kurtosis               -1.244153
Current Perfusion Grad     11.002813
Quality of Perfusion        2.584188
Perfusion Amplitude         1.894549
Name: 3840, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3841,"BPM                        74.257426
EGM Mean RV                 0.382664
EGM STD RV                  0.644664
EGM Skewness RV             1.862049
EGM Kurtosis RV             1.981179
R-R Interval RV           808.000000
Per Mean                   66.962172
Per STD                    20.418588
Per Skewness               -0.285246
Per Kurtosis               -1.260683
Current Perfusion Grad     12.343196
Quality of Perfusion        2.531390
Perfusion Amplitude         2.030135
Name: 3841, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3842,"BPM                       272.727273
EGM Mean RV                 1.718239
EGM STD RV                  1.073997
EGM Skewness RV             0.268050
EGM Kurtosis RV            -1.261632
R-R Interval RV           220.000000
Per Mean                   67.951401
Per STD                    19.957302
Per Skewness               -0.306358
Per Kurtosis               -1.119048
Current Perfusion Grad      0.000000
Quality of Perfusion        2.911651
Perfusion Amplitude         0.000000
Name: 3842, dtype: float64",no-shock,Lead Noise,no-shock,[4.]
3843,"BPM                        99.173554
EGM Mean RV                 0.544779
EGM STD RV                  0.948505
EGM Skewness RV             1.736133
EGM Kurtosis RV             1.643603
R-R Interval RV           605.000000
Per Mean                   65.014035
Per STD                    19.037644
Per Skewness               -0.212691
Per Kurtosis               -1.210887
Current Perfusion Grad      0.000000
Quality of Perfusion        2.865700
Perfusion Amplitude         0.000000
Name: 3843, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3844,"BPM                        81.521739
EGM Mean RV                 0.651395
EGM STD RV                  1.046984
EGM Skewness RV             1.709370
EGM Kurtosis RV             1.402922
R-R Interval RV           736.000000
Per Mean                   65.926401
Per STD                    17.295642
Per Skewness               -0.013673
Per Kurtosis               -1.346216
Current Perfusion Grad      0.000000
Quality of Perfusion        2.877859
Perfusion Amplitude         0.000000
Name: 3844, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3845,"BPM                        64.864865
EGM Mean RV                 0.478968
EGM STD RV                  1.077605
EGM Skewness RV             2.330519
EGM Kurtosis RV             4.037447
R-R Interval RV           925.000000
Per Mean                   65.433819
Per STD                    17.695426
Per Skewness                0.000303
Per Kurtosis               -1.332013
Current Perfusion Grad      0.000000
Quality of Perfusion        2.956166
Perfusion Amplitude         0.000000
Name: 3845, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3846,"BPM                        72.376357
EGM Mean RV                 0.504079
EGM STD RV                  0.976448
EGM Skewness RV             2.363082
EGM Kurtosis RV             4.815324
R-R Interval RV           829.000000
Per Mean                   66.275441
Per STD                    19.139350
Per Skewness               -0.040260
Per Kurtosis               -1.327396
Current Perfusion Grad      0.000000
Quality of Perfusion        2.972909
Perfusion Amplitude         0.000000
Name: 3846, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3847,"BPM                        72.904010
EGM Mean RV                 0.358319
EGM STD RV                  0.655331
EGM Skewness RV             1.875325
EGM Kurtosis RV             2.018478
R-R Interval RV           823.000000
Per Mean                   67.271656
Per STD                    19.153861
Per Skewness               -0.088752
Per Kurtosis               -1.330766
Current Perfusion Grad      0.000000
Quality of Perfusion        3.039207
Perfusion Amplitude         0.000000
Name: 3847, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3848,"BPM                        71.856287
EGM Mean RV                 0.364874
EGM STD RV                  0.657564
EGM Skewness RV             1.873133
EGM Kurtosis RV             2.040767
R-R Interval RV           835.000000
Per Mean                   65.120481
Per STD                    19.632540
Per Skewness                0.202439
Per Kurtosis               -1.295753
Current Perfusion Grad     21.705705
Quality of Perfusion        2.803568
Perfusion Amplitude         2.532014
Name: 3848, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3849,"BPM                        72.289157
EGM Mean RV                 0.362938
EGM STD RV                  0.656329
EGM Skewness RV             1.880733
EGM Kurtosis RV             2.065258
R-R Interval RV           830.000000
Per Mean                   64.623657
Per STD                    19.760460
Per Skewness               -0.156910
Per Kurtosis               -1.399931
Current Perfusion Grad     16.158055
Quality of Perfusion        2.680440
Perfusion Amplitude         2.245517
Name: 3849, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3850,"BPM                        73.710074
EGM Mean RV                 0.358786
EGM STD RV                  0.646413
EGM Skewness RV             1.860264
EGM Kurtosis RV             1.971729
R-R Interval RV           814.000000
Per Mean                   65.808987
Per STD                    19.833984
Per Skewness               -0.474572
Per Kurtosis               -1.193757
Current Perfusion Grad      8.986427
Quality of Perfusion        2.576753
Perfusion Amplitude         1.699589
Name: 3850, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3851,"BPM                        75.662043
EGM Mean RV                 0.403468
EGM STD RV                  0.631845
EGM Skewness RV             1.689023
EGM Kurtosis RV             1.474517
R-R Interval RV           793.000000
Per Mean                   68.913108
Per STD                    19.655852
Per Skewness               -0.424649
Per Kurtosis               -1.188931
Current Perfusion Grad     10.000336
Quality of Perfusion        2.657753
Perfusion Amplitude         1.817106
Name: 3851, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3852,"BPM                        93.750000
EGM Mean RV                 0.665578
EGM STD RV                  1.039870
EGM Skewness RV             1.528784
EGM Kurtosis RV             1.069324
R-R Interval RV           640.000000
Per Mean                   71.690010
Per STD                    15.655719
Per Skewness               -0.118321
Per Kurtosis               -1.273167
Current Perfusion Grad     10.046820
Quality of Perfusion        2.754523
Perfusion Amplitude         1.646940
Name: 3852, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
